episode,timestep,reward
3609,722000,-179.1829
3619,724000,-211.5264
3629,726000,-196.2739
3639,728000,-146.1411
3649,730000,-138.2944
3659,732000,-173.0973
3669,734000,-174.3655
3679,736000,-198.5142
3689,738000,-193.0847
3699,740000,-192.8834
3709,742000,-135.0551
3719,744000,-146.6714
3729,746000,-122.1652
3739,748000,-121.7434
3749,750000,-177.3981
3759,752000,-171.2893
3769,754000,-184.822
3779,756000,-149.4309
3789,758000,-157.1836
3799,760000,-157.4359
3809,762000,-134.6319
3819,764000,-200.424
3829,766000,-133.5872
3839,768000,-178.1246
3849,770000,-161.6158
3859,772000,-170.9533
3869,774000,-123.8697
3879,776000,-124.1067
3889,778000,-136.8463
3899,780000,-236.3029
3909,782000,-112.8893
3919,784000,-157.0669
3929,786000,-143.1832
3939,788000,-159.9035
3949,790000,-134.9358
3959,792000,-158.6813
3969,794000,-159.9792
3979,796000,-144.569
3989,798000,-181.2735
3999,800000,-159.64
4009,802000,-142.1466
4019,804000,-139.569
4029,806000,-179.443
4039,808000,-203.1732
4049,810000,-207.9816
4059,812000,-166.1927
4069,814000,-640.4195
4079,816000,-496.0321
4089,818000,-386.3827
4099,820000,-257.3827
4109,822000,-512.9411
4119,824000,-622.0522
4129,826000,-755.8872
4139,828000,-436.2356
4149,830000,-484.7692
4159,832000,-607.5971
4169,834000,-402.1399
4179,836000,-567.271
4189,838000,-774.2744
4199,840000,-859.9593
4209,842000,-423.52
4219,844000,-300.0695
4229,846000,-360.6666
4239,848000,-775.7553
4249,850000,-636.2212
4259,852000,-550.1927
4269,854000,-364.0731
4279,856000,-625.8935
4289,858000,-609.606
4299,860000,-861.8782
4309,862000,-413.5203
4319,864000,-571.7785
4329,866000,-196.1492
4339,868000,-496.0974
4349,870000,-772.3841
4359,872000,-673.6897
4369,874000,-248.6757
4379,876000,-597.8059
4389,878000,-216.4863
4399,880000,-652.3642
4409,882000,-627.2405
4419,884000,-427.7085
4429,886000,-265.5438
4439,888000,-477.9186
4449,890000,-513.0028
4459,892000,-592.6552
4469,894000,-426.4129
4479,896000,-632.9777
4489,898000,-372.9128
4499,900000,-500.1525
4509,902000,-397.3007
4519,904000,-614.424
4529,906000,-622.1912
4539,908000,-253.0034
4549,910000,-489.1537
4559,912000,-500.5153
4569,914000,-439.2464
4579,916000,-508.8397
4589,918000,-628.8089
4599,920000,-290.4428
4609,922000,-335.1856
4619,924000,-380.9484
4629,926000,-624.7578
4639,928000,-625.2621
4649,930000,-654.2362
4659,932000,-608.8424
4669,934000,-246.8877
4679,936000,-660.7197
4689,938000,-623.1668
4699,940000,-306.8437
4709,942000,-557.3387
4719,944000,-847.5871
4729,946000,-393.8665
4739,948000,-494.7943
4749,950000,-739.5311
4759,952000,-743.3216
4769,954000,-109.0853
4779,956000,-604.503
4789,958000,-283.526
4799,960000,-604.9544
4809,962000,-518.4853
4819,964000,-523.5732
4829,966000,-142.8801
4839,968000,-482.1356
4849,970000,-633.9739
4859,972000,-641.8767
4869,974000,-245.0695
4879,976000,-512.0092
4889,978000,-513.4889
4899,980000,-558.1558
4909,982000,-331.5726
4919,984000,-800.7845
4929,986000,-664.0769
4939,988000,-495.9582
4949,990000,-980.1852
4959,992000,-316.9235
4969,994000,-179.7527
4979,996000,-523.1962
4989,998000,-623.7472
4999,1000000,-482.9405
5009,1002000,-421.1278
5019,1004000,-751.216
5029,1006000,-629.8846
5039,1008000,-516.5308
5049,1010000,-311.6921
5059,1012000,-375.9652
5069,1014000,-95.2247
5079,1016000,-271.402
5089,1018000,-368.2756
5099,1020000,-646.7872
5109,1022000,-450.8139
5119,1024000,-172.5098
5129,1026000,-521.4024
5139,1028000,-343.4819
5149,1030000,-255.7228
5159,1032000,-404.9035
5169,1034000,-277.8809
5179,1036000,-368.4629
5189,1038000,-472.6265
5199,1040000,-203.0872
5209,1042000,-266.6433
5219,1044000,-698.9542
5229,1046000,-271.991
5239,1048000,-869.5302
5249,1050000,-292.4459
5259,1052000,-463.9557
5269,1054000,-487.5078
5279,1056000,-131.961
5289,1058000,-455.0306
5299,1060000,-499.8496
5309,1062000,-389.6857
5319,1064000,-403.1627
5329,1066000,-471.4462
5339,1068000,-723.3823
5349,1070000,-606.6644
5359,1072000,-553.6628
5369,1074000,-374.3568
5379,1076000,-253.2059
5389,1078000,-521.836
5399,1080000,-629.5616
5409,1082000,-616.2206
5419,1084000,-380.2504
5429,1086000,-608.694
5439,1088000,-542.8346
5449,1090000,-642.6716
5459,1092000,-414.3693
5469,1094000,-245.9338
5479,1096000,-523.8175
5489,1098000,-437.0662
5499,1100000,-618.6804
5509,1102000,-784.6338
5519,1104000,-239.0955
5529,1106000,-710.1523
5539,1108000,-618.387
5549,1110000,-246.4325
5559,1112000,-280.8147
5569,1114000,-392.1872
5579,1116000,-504.128
5589,1118000,-984.8373
5599,1120000,-286.9871
5609,1122000,-547.3844
5619,1124000,-372.6683
5629,1126000,-487.017
5639,1128000,-285.6564
5649,1130000,-399.0743
5659,1132000,-484.7861
5669,1134000,-741.6154
5679,1136000,-321.3935
5689,1138000,-658.4915
5699,1140000,-379.3651
5709,1142000,-403.3296
5719,1144000,-235.2026
5729,1146000,-503.5449
5739,1148000,-184.2266
5749,1150000,-229.1946
