episode,timestep,reward
9,2000,-1251.1555
19,4000,-1310.3486
29,6000,-1295.8326
39,8000,-1283.2998
49,10000,-1074.8599
59,12000,-1250.8993
69,14000,-1207.3586
79,16000,-1298.3405
89,18000,-1292.4746
99,20000,-1317.5018
109,22000,-1275.8214
119,24000,-1246.678
129,26000,-1384.9675
139,28000,-1361.7677
149,30000,-1270.1672
159,32000,-1234.7419
169,34000,-1339.7524
179,36000,-1212.926
189,38000,-1121.9723
199,40000,-1262.4598
209,42000,-1124.7153
219,44000,-1201.0735
229,46000,-1167.0087
239,48000,-1203.1351
249,50000,-1161.6129
259,52000,-1280.8128
269,54000,-1163.9459
279,56000,-1225.3491
289,58000,-1177.5181
299,60000,-1146.6301
309,62000,-1145.0107
319,64000,-1122.6949
329,66000,-1161.7791
339,68000,-1167.8812
349,70000,-1128.2095
359,72000,-1101.2608
369,74000,-1144.2309
379,76000,-1214.2281
389,78000,-1146.611
399,80000,-1136.0735
409,82000,-1120.0502
419,84000,-1164.0639
429,86000,-1129.473
439,88000,-1097.1017
449,90000,-1057.9801
459,92000,-1036.3022
469,94000,-1072.9627
479,96000,-957.3267
489,98000,-1039.549
499,100000,-1011.4932
509,102000,-1013.7697
519,104000,-1091.9381
529,106000,-981.9983
539,108000,-1035.9725
549,110000,-953.8616
559,112000,-973.4272
569,114000,-977.3772
579,116000,-1028.2771
589,118000,-992.289
599,120000,-1056.8839
609,122000,-1017.7142
619,124000,-994.2068
629,126000,-941.1413
639,128000,-985.2518
649,130000,-1004.1533
659,132000,-981.0699
669,134000,-984.2404
679,136000,-976.4289
689,138000,-963.4108
699,140000,-925.9956
709,142000,-962.1728
719,144000,-1004.7188
729,146000,-913.8816
739,148000,-866.4635
749,150000,-896.5817
759,152000,-902.2884
769,154000,-909.9171
779,156000,-826.177
789,158000,-850.3193
799,160000,-787.1542
809,162000,-845.8729
819,164000,-849.446
829,166000,-800.6037
839,168000,-777.9421
849,170000,-835.3758
859,172000,-821.7003
869,174000,-795.1786
879,176000,-795.8642
889,178000,-814.4355
899,180000,-807.3458
909,182000,-777.8508
919,184000,-785.0684
929,186000,-703.6963
939,188000,-732.9057
949,190000,-730.9247
959,192000,-724.4347
969,194000,-631.1598
979,196000,-658.9989
989,198000,-693.6178
999,200000,-664.1505
1009,202000,-633.776
1019,204000,-691.3343
1029,206000,-714.5256
1039,208000,-668.9324
1049,210000,-607.1502
1059,212000,-655.4429
1069,214000,-637.0792
1079,216000,-612.7823
1089,218000,-552.6751
1099,220000,-624.3731
1109,222000,-572.4919
1119,224000,-549.7657
1129,226000,-524.2035
1139,228000,-600.7913
1149,230000,-525.0599
1159,232000,-512.9257
1169,234000,-423.5353
1179,236000,-450.1552
1189,238000,-425.4175
1199,240000,-482.6949
1209,242000,-443.8113
1219,244000,-458.4174
1229,246000,-401.0783
1239,248000,-452.3284
1249,250000,-408.0552
1259,252000,-380.3066
1269,254000,-392.8389
1279,256000,-326.7295
1289,258000,-340.3669
1299,260000,-325.5392
1309,262000,-253.7735
1319,264000,-259.6642
1329,266000,-172.5958
1339,268000,-173.4305
1349,270000,-243.5261
1359,272000,-293.5264
1369,274000,-184.3658
1379,276000,-269.4727
1389,278000,-224.9357
1399,280000,-183.9987
1409,282000,-234.6356
1419,284000,-249.2953
1429,286000,-296.1396
1439,288000,-151.0379
1449,290000,-236.9635
1459,292000,-235.0393
1469,294000,-221.6678
1479,296000,-234.3773
1489,298000,-222.9585
1499,300000,-199.33
1509,302000,-219.3703
1519,304000,-172.1806
1529,306000,-257.9334
1539,308000,-226.4988
1549,310000,-124.2807
1559,312000,-193.846
1569,314000,-259.3369
1579,316000,-240.7871
1589,318000,-321.7323
1599,320000,-406.8766
1609,322000,-417.2918
1619,324000,-274.8224
1629,326000,-185.6168
1639,328000,-509.7447
1649,330000,-315.8057
1659,332000,-399.4807
1669,334000,-321.7166
1679,336000,-295.5617
1689,338000,-233.3481
1699,340000,-232.1363
1709,342000,-269.4643
1719,344000,-247.4259
1729,346000,-146.66
1739,348000,-303.5811
1749,350000,-282.445
1759,352000,-334.8742
1769,354000,-335.3979
1779,356000,-223.7374
1789,358000,-209.5468
1799,360000,-250.2839
1809,362000,-151.9526
1819,364000,-320.8416
1829,366000,-207.4345
1839,368000,-273.4874
1849,370000,-233.3647
1859,372000,-263.0263
1869,374000,-161.9279
1879,376000,-253.4871
1889,378000,-206.0772
1899,380000,-264.9695
1909,382000,-238.7042
1919,384000,-305.8547
1929,386000,-250.6829
1939,388000,-236.8182
1949,390000,-260.3941
1959,392000,-219.556
1969,394000,-300.1546
1979,396000,-195.1172
1989,398000,-223.2493
1999,400000,-254.8286
2009,402000,-238.3221
2019,404000,-239.2611
2029,406000,-171.2579
2039,408000,-227.214
2049,410000,-223.6647
2059,412000,-262.1409
2069,414000,-150.4159
2079,416000,-214.9554
2089,418000,-199.4384
